Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,Quantity_Sold,Unit_Price,Revenue,Cost,Profit,Current_Stock,Inventory_Status,Customer_Rating,Payment_Mode,Salesperson
ORD0182,2025-06-15,C070,Adweta Madan,P012,Pen,Stationery,West,7,15,105,63.94,41.06,2,Out of Stock,5.0,Credit Card,Anjali
ORD0183,2025-04-21,C068,Tamanna Salvi,P017,Chips,Snacks,West,7,20,140,105.67,34.33,45,Out of Stock,4.3,Credit Card,Vikram
ORD0184,2025-01-13,C049,Avni Nayak,P020,Soft Drink,Beverages,South,2,60,120,98.68,21.32,186,In Stock,4.2,UPI,Pooja
ORD0185,2025-10-01,C048,Chandran Raja,P004,Bread,Bakery,North,1,40,40,25.34,14.66,93,Low Stock,4.2,Debit Card,Neha
ORD0186,2025-10-08,C040,Forum Bose,P015,Biscuits,Bakery,South,2,35,70,49.45,20.55,130,Low Stock,4.5,Credit Card,Ramesh
ORD0187,2025-09-25,C099,Nihal Merchant,P012,Cake,Bakery,West,9,350,3150,2577.64,572.36,227,In Stock,3.6,Debit Card,Pooja
ORD0188,2025-11-17,C045,Praneel Bora,P016,Toothpaste,Personal Care,North,7,120,840,596.83,243.17,180,In Stock,4.6,Debit Card,Kiran
ORD0189,2025-06-07,C083,Nandini Luthra,P005,Milk,Dairy,North,4,55,220,166.71,53.29,259,In Stock,4.4,UPI,Anjali
ORD0190,2025-10-11,C007,Janya Kapoor,P021,Sugar,Groceries,North,1,50,50,33.03,16.97,135,Low Stock,4.5,Debit Card,Neha
ORD0191,2025-09-02,C014,Balvan Lal,P014,Butter,Dairy,South,1,250,250,188.65,61.35,139,Low Stock,3.7,Credit Card,Rahul
ORD0192,2025-02-01,C016,Libni Vora,P016,Bread,Bakery,South,9,40,360,232.73,127.27,236,In Stock,4.9,Debit Card,Rahul
ORD0193,2025-10-25,C069,Lopa Vora,P004,Namkeen,Snacks,South,5,60,300,203.62,96.38,245,In Stock,4.7,Cash,Ramesh
ORD0194,2025-07-05,C095,Ekanta Rai,P017,Cookies,Snacks,East,3,80,240,158.26,81.74,202,In Stock,4.3,UPI,Pooja
ORD0195,2025-02-20,C039,Ati Randhawa,P004,Coffee,Beverages,North,9,350,3150,2355.82,794.18,298,In Stock,4.4,Credit Card,Neha
ORD0196,2025-04-16,C010,Urvashi Grover,P023,Notebook,Stationery,East,2,80,160,124.61,35.39,88,Low Stock,4.1,Credit Card,Vikram
ORD0197,2025-12-17,C033,Quincy Kothari,P001,Chips,Snacks,East,6,20,120,72.18,47.82,176,In Stock,3.9,UPI,Anjali
ORD0198,2025-06-25,C085,Zaitra Dora,P010,Wheat Flour,Groceries,South,4,45,180,137.42,42.58,44,Out of Stock,4.7,UPI,Anjali
ORD0199,2025-07-26,C070,Siddharth Wadhwa,P022,Chips,Snacks,East,9,20,180,149.75,30.25,258,In Stock,4.1,UPI,Arjun
ORD0200,2025-10-15,C005,Qasim Dara,P009,Cake,Bakery,South,2,350,700,472.3,227.7,32,Out of Stock,4.9,Debit Card,Kiran
ORD0201,2025-05-28,C064,Chavvi Grewal,P023,Cheese,Dairy,East,2,400,800,582.22,217.78,77,Low Stock,3.9,Credit Card,Neha
ORD0202,2025-05-30,C004,Waida Banik,P009,Cake,Bakery,South,7,350,2450,1795.18,654.82,38,Out of Stock,4.9,Credit Card,Vikram
ORD0203,2025-09-08,C077,Maanav Zachariah,P013,Pencil,Stationery,East,7,10,70,55.55,14.45,35,Out of Stock,3.5,UPI,Arjun
ORD0204,2025-04-21,C073,Chameli Sengupta,P005,Coffee,Beverages,North,8,350,2800,1893.61,906.39,200,In Stock,3.6,Debit Card,Rahul
ORD0205,2025-02-21,C053,Amruta Basu,P020,Coffee,Beverages,South,1,350,350,251.33,98.67,291,In Stock,4.1,UPI,Anjali
ORD0206,2025-02-18,C055,Damyanti Bahri,P018,Coffee,Beverages,East,8,350,2800,2224.68,575.32,190,In Stock,4.2,Cash,Ramesh
ORD0207,2025-01-02,C071,Shivani Sandal,P018,Shampoo,Personal Care,South,8,280,2240,1572.02,667.98,201,In Stock,3.8,Cash,Neha
ORD0208,2025-09-07,C036,Aarnav Halder,P018,Biscuits,Bakery,North,2,35,70,42.96,27.04,192,In Stock,4.4,Credit Card,Neha
ORD0209,2025-02-07,C039,Victor Rattan,P019,Toothpaste,Personal Care,South,8,120,960,724.54,235.46,176,In Stock,4.3,Debit Card,Ramesh
ORD0210,2025-07-18,C019,Parth Boase,P022,Wheat Flour,Groceries,West,2,45,90,74.27,15.73,109,Low Stock,4.8,Cash,Priya
ORD0211,2025-02-06,C055,Orinder Narula,P013,Toothpaste,Personal Care,East,2,120,240,153.96,86.04,279,In Stock,3.6,UPI,Kiran
ORD0212,2025-05-11,C045,Odika Mukhopadhyay,P010,Biscuits,Bakery,South,3,35,105,65.02,39.98,232,In Stock,4.6,Credit Card,Anjali
ORD0213,2025-04-29,C047,Rajeshri Raval,P016,Soft Drink,Beverages,North,7,60,420,309.63,110.37,19,Out of Stock,3.6,Debit Card,Ramesh
ORD0214,2025-01-08,C022,Eesha Kakar,P015,Juice,Beverages,East,8,90,720,576.18,143.82,126,Low Stock,4.4,Debit Card,Vikram
ORD0215,2025-03-11,C051,Anirudh Chakraborty,P015,Milk,Dairy,North,6,55,330,202.64,127.36,45,Out of Stock,4.7,UPI,Ramesh
ORD0216,2025-11-02,C079,Gaurang Sule,P024,Chips,Snacks,East,8,20,160,97.24,62.76,202,In Stock,3.5,Credit Card,Pooja
ORD0217,2025-06-19,C024,Charita Nath,P025,Butter,Dairy,South,10,250,2500,2040.88,459.12,56,Low Stock,4.8,Debit Card,Rahul
ORD0218,2025-04-12,C094,Neha Garde,P009,Coffee,Beverages,South,4,350,1400,870.22,529.78,118,Low Stock,4.0,Debit Card,Anjali
ORD0219,2025-10-19,C009,Rachit Sarna,P021,Pen,Stationery,North,3,15,45,37.42,7.58,19,Out of Stock,3.6,UPI,Vikram
ORD0220,2025-12-06,C051,Tristan Chand,P016,Salt,Groceries,North,6,25,150,91.79,58.21,202,In Stock,4.9,Debit Card,Vikram
ORD0221,2025-11-24,C086,Samar Nadkarni,P018,Butter,Dairy,South,1,250,250,176.7,73.3,246,In Stock,4.2,Credit Card,Sneha
ORD0222,2025-03-09,C015,Yoshita Choudhury,P016,Toothpaste,Personal Care,East,8,120,960,653.74,306.26,6,Out of Stock,4.9,UPI,Priya
ORD0223,2025-10-23,C059,Robert Chand,P015,Soap,Personal Care,South,7,40,280,189.31,90.69,186,In Stock,4.3,Cash,Priya
ORD0224,2025-01-05,C027,Aahana Comar,P010,Soap,Personal Care,East,5,40,200,158.77,41.23,168,In Stock,4.0,UPI,Kiran
ORD0225,2025-10-13,C014,Warjas Mani,P003,Tea,Beverages,North,5,220,1100,902.45,197.55,265,In Stock,3.6,UPI,Rahul
ORD0226,2025-08-31,C046,Nilima Thaman,P015,Toothpaste,Personal Care,West,9,120,1080,678.64,401.36,249,In Stock,4.0,Debit Card,Rahul
ORD0227,2025-02-10,C099,Nicholas Prabhu,P003,Biscuits,Bakery,South,5,35,175,105.39,69.61,207,In Stock,4.3,Cash,Pooja
ORD0228,2025-04-06,C065,Anita Sarma,P006,Chips,Snacks,South,1,20,20,12.89,7.11,271,In Stock,4.1,Cash,Rahul
ORD0229,2025-03-12,C034,Bina Mangal,P005,Soft Drink,Beverages,West,5,60,300,225.36,74.64,192,In Stock,4.6,Credit Card,Sneha
ORD0230,2025-11-16,C054,Lakshmi Master,P014,Bread,Bakery,East,5,40,200,127.54,72.46,9,Out of Stock,3.9,Debit Card,Sneha
ORD0231,2025-05-18,C086,Ubika Kara,P012,Shampoo,Personal Care,East,10,280,2800,2249.98,550.02,43,Out of Stock,4.9,Cash,Kiran
ORD0232,2025-03-16,C082,Charvi Chandra,P003,Coffee,Beverages,South,4,350,1400,897.28,502.72,78,Low Stock,4.6,Credit Card,Neha
ORD0233,2025-02-05,C051,Jasmit Arya,P025,Butter,Dairy,North,9,250,2250,1816.02,433.98,285,In Stock,3.8,Debit Card,Ramesh
ORD0234,2025-08-26,C085,Hemangini Sha,P020,Namkeen,Snacks,West,5,60,300,184.69,115.31,190,In Stock,3.8,UPI,Anjali
ORD0235,2025-07-29,C054,Onveer Subramaniam,P017,Butter,Dairy,North,7,250,1750,1156.88,593.12,93,Low Stock,3.6,Cash,Neha
ORD0236,2025-06-28,C092,Madhav Mann,P007,Pen,Stationery,West,1,15,15,12.69,2.31,79,Low Stock,4.1,Debit Card,Vikram
ORD0237,2025-05-12,C015,Xavier Saran,P018,Biscuits,Bakery,North,6,35,210,164.61,45.39,267,In Stock,4.7,Cash,Ramesh
ORD0238,2025-01-16,C047,Manbir Boase,P015,Coffee,Beverages,East,1,350,350,297.3,52.7,71,Low Stock,4.4,UPI,Sneha
ORD0239,2025-11-29,C034,Thomas Batra,P015,Toothpaste,Personal Care,West,2,120,240,182.85,57.15,267,In Stock,4.5,UPI,Rahul
ORD0240,2025-12-16,C066,Pranit Yadav,P002,Chips,Snacks,West,8,20,160,115.97,44.03,213,In Stock,3.9,Debit Card,Kiran
ORD0241,2025-07-19,C008,Omkaar Dubey,P017,Face Wash,Personal Care,North,1,180,180,125.86,54.14,275,In Stock,4.2,Cash,Ramesh
ORD0242,2025-07-17,C044,Qadim Grewal,P021,Curd,Dairy,North,2,45,90,75.33,14.67,82,Low Stock,3.6,UPI,Ramesh
ORD0243,2025-11-22,C032,Xavier Sengupta,P006,Curd,Dairy,South,4,45,180,109.1,70.9,150,Low Stock,5.0,Debit Card,Vikram
ORD0244,2025-08-01,C046,Ekaja Atwal,P004,Cooking Oil,Groceries,South,4,180,720,593.72,126.28,37,Out of Stock,3.7,Credit Card,Sneha
ORD0245,2025-10-14,C042,Gaurangi Palla,P023,Namkeen,Snacks,South,7,60,420,321.12,98.88,26,Out of Stock,3.9,Debit Card,Anjali
ORD0246,2025-01-14,C053,Jacob Pai,P001,Butter,Dairy,East,8,250,2000,1205.14,794.86,120,Low Stock,4.1,Debit Card,Kiran
ORD0247,2025-06-03,C042,Daksha Palan,P013,Bread,Bakery,West,4,40,160,127.91,32.09,198,In Stock,4.6,Credit Card,Rahul
ORD0248,2025-09-19,C072,Logan Virk,P006,Curd,Dairy,West,6,45,270,172.21,97.79,181,In Stock,4.5,UPI,Arjun
ORD0249,2025-08-02,C017,Joshua Varghese,P013,Toothpaste,Personal Care,East,9,120,1080,806.84,273.16,128,Low Stock,4.8,UPI,Sneha
ORD0250,2025-10-05,C031,Ira Chana,P022,Coffee,Beverages,North,8,350,2800,1764.87,1035.13,249,In Stock,3.7,Cash,Pooja
ORD0251,2025-02-19,C007,Jonathan Karpe,P011,Pen,Stationery,West,1,15,15,10.24,4.76,233,In Stock,3.9,UPI,Arjun
ORD0252,2025-03-18,C046,Naveen Varty,P010,Rice,Groceries,North,1,60,60,37.32,22.68,13,Out of Stock,4.7,Debit Card,Vikram
ORD0253,2025-06-14,C024,Saanvi Sankar,P020,Shampoo,Personal Care,East,3,280,840,617.73,222.27,123,Low Stock,4.5,Debit Card,Vikram
ORD0254,2025-08-04,C037,Harshil Suri,P008,Soft Drink,Beverages,West,1,60,60,42.51,17.49,199,In Stock,4.5,UPI,Kiran
ORD0255,2025-02-09,C072,Ati Zachariah,P016,Shampoo,Personal Care,North,6,280,1680,1044.32,635.68,192,In Stock,3.8,UPI,Ramesh
ORD0256,2025-07-06,C032,Dhriti Sami,P004,Bread,Bakery,East,9,40,360,289.01,70.99,9,Out of Stock,4.8,UPI,Rahul
ORD0257,2025-03-09,C073,Vritti Koshy,P007,Cake,Bakery,East,9,350,3150,2675.88,474.12,277,In Stock,4.4,Debit Card,Pooja
ORD0258,2025-06-25,C002,Zarna Aggarwal,P022,Butter,Dairy,West,10,250,2500,1516.53,983.47,101,Low Stock,3.7,Cash,Kiran
ORD0259,2025-08-19,C036,Kala Nori,P001,Cookies,Snacks,South,9,80,720,562.62,157.38,214,In Stock,4.8,Debit Card,Vikram
ORD0260,2025-09-07,C027,Lekha Chadha,P004,Shampoo,Personal Care,West,4,280,1120,877.66,242.34,34,Out of Stock,3.6,Debit Card,Arjun
ORD0261,2025-03-29,C087,Anusha Luthra,P014,Curd,Dairy,South,8,45,360,235.01,124.99,246,In Stock,3.9,UPI,Sneha
ORD0262,2025-10-21,C084,Falguni Chander,P020,Coffee,Beverages,East,7,350,2450,1736.84,713.16,259,In Stock,4.9,Credit Card,Priya
ORD0263,2025-11-03,C087,Darsh Issac,P025,Face Wash,Personal Care,North,1,180,180,133.38,46.62,279,In Stock,4.3,Cash,Neha
ORD0264,2025-05-30,C014,Amrita Prakash,P021,Cookies,Snacks,West,2,80,160,115.53,44.47,8,Out of Stock,4.9,UPI,Vikram
ORD0265,2025-11-08,C028,Rachita Parmar,P012,Namkeen,Snacks,North,9,60,540,336.29,203.71,240,In Stock,3.9,UPI,Rahul
ORD0266,2025-08-06,C068,Mekhala Thakkar,P009,Wheat Flour,Groceries,North,10,45,450,337.84,112.16,108,Low Stock,4.3,Debit Card,Priya
ORD0267,2025-07-06,C006,Ira Iyer,P019,Cookies,Snacks,North,7,80,560,444.2,115.8,240,In Stock,4.8,Debit Card,Neha
ORD0268,2025-10-18,C094,Hemang Varma,P010,Tea,Beverages,West,7,220,1540,1299.68,240.32,120,Low Stock,4.4,Debit Card,Rahul
ORD0269,2025-01-23,C047,Aahana Dutt,P021,Toothpaste,Personal Care,South,8,120,960,805.49,154.51,19,Out of Stock,3.7,Debit Card,Rahul
ORD0270,2025-03-01,C056,Aarav Banik,P004,Toothpaste,Personal Care,North,7,120,840,610.09,229.91,270,In Stock,4.1,UPI,Priya
ORD0271,2025-10-07,C055,Logan Chhabra,P017,Toothpaste,Personal Care,East,8,120,960,757.36,202.64,284,In Stock,3.7,Debit Card,Rahul
ORD0272,2025-09-11,C098,Ojasvi Hayer,P017,Wheat Flour,Groceries,West,9,45,405,277.15,127.85,284,In Stock,4.2,UPI,Vikram
ORD0273,2025-12-08,C021,Jonathan Chakraborty,P025,Toothpaste,Personal Care,East,8,120,960,682.73,277.27,204,In Stock,4.6,Credit Card,Sneha
ORD0274,2025-10-01,C100,Gautami Sankar,P020,Cookies,Snacks,North,3,80,240,158.02,81.98,249,In Stock,4.2,Credit Card,Ramesh
ORD0275,2025-08-17,C062,Bahadurjit Dugar,P023,Salt,Groceries,South,8,25,200,131.01,68.99,255,In Stock,4.3,Cash,Kiran
ORD0276,2025-08-06,C073,Jagat Nair,P016,Cookies,Snacks,West,6,80,480,390.36,89.64,174,In Stock,4.9,Credit Card,Vikram
ORD0277,2025-06-04,C020,Prisha Ramachandran,P025,Butter,Dairy,West,10,250,2500,1890.43,609.57,26,Out of Stock,4.4,UPI,Neha
ORD0278,2025-05-02,C085,Krish Gokhale,P020,Salt,Groceries,East,1,25,25,16.38,8.62,159,In Stock,4.7,Cash,Neha
ORD0279,2025-04-01,C094,Nandini Tank,P006,Cake,Bakery,West,7,350,2450,1491.27,958.73,37,Out of Stock,3.8,Cash,Ramesh
ORD0280,2025-07-14,C020,Kamala Dutt,P015,Curd,Dairy,West,6,45,270,220.0,50.0,111,Low Stock,3.6,Cash,Kiran
ORD0281,2025-07-20,C002,Oliver Lata,P008,Notebook,Stationery,South,1,80,80,67.68,12.32,160,In Stock,4.2,UPI,Vikram
ORD0282,2025-07-21,C082,Omaja Vaidya,P023,Cookies,Snacks,East,9,80,720,605.37,114.63,45,Out of Stock,4.1,UPI,Vikram
ORD0283,2025-04-18,C012,Ekani Sabharwal,P008,Face Wash,Personal Care,East,6,180,1080,775.83,304.17,24,Out of Stock,5.0,Debit Card,Rahul
ORD0284,2025-04-18,C069,Pahal Palla,P025,Pencil,Stationery,East,4,10,40,27.12,12.88,210,In Stock,4.6,UPI,Ramesh
ORD0285,2025-12-03,C020,Jeremiah Kumer,P021,Wheat Flour,Groceries,North,1,45,45,38.17,6.83,111,Low Stock,4.8,Credit Card,Priya
ORD0286,2025-05-17,C064,Pahal Batra,P016,Biscuits,Bakery,East,8,35,280,236.79,43.21,247,In Stock,4.5,Cash,Neha
ORD0287,2025-05-02,C053,Naveen Tella,P003,Tea,Beverages,East,8,220,1760,1218.28,541.72,118,Low Stock,3.6,Cash,Ramesh
ORD0288,2025-09-14,C026,Ekalinga Pall,P015,Pen,Stationery,West,7,15,105,70.33,34.67,284,In Stock,3.9,Credit Card,Ramesh
ORD0289,2025-03-14,C046,Pratyush Garg,P006,Sugar,Groceries,West,3,50,150,114.55,35.45,8,Out of Stock,4.3,Cash,Priya
ORD0290,2025-08-15,C021,Baghyawati Boase,P018,Tea,Beverages,South,3,220,660,402.65,257.35,174,In Stock,4.2,Debit Card,Pooja
ORD0291,2025-01-07,C087,Arin Varty,P024,Cookies,Snacks,North,3,80,240,194.16,45.84,226,In Stock,4.9,UPI,Anjali
ORD0292,2025-04-06,C071,Champak Sastry,P019,Milk,Dairy,North,8,55,440,326.6,113.4,245,In Stock,4.5,Cash,Ramesh
ORD0293,2025-09-11,C010,Nidhi Deshpande,P016,Cheese,Dairy,West,2,400,800,577.72,222.28,91,Low Stock,4.9,Credit Card,Priya
ORD0294,2025-11-08,C002,Yash Chacko,P024,Chips,Snacks,East,6,20,120,78.2,41.8,290,In Stock,4.3,Cash,Neha
ORD0295,2025-03-05,C046,Yashica Badal,P007,Bread,Bakery,West,6,40,240,196.54,43.46,202,In Stock,3.7,Cash,Rahul
ORD0296,2025-11-20,C008,Zarna Merchant,P024,Curd,Dairy,North,7,45,315,197.03,117.97,119,Low Stock,4.0,Debit Card,Rahul
ORD0297,2025-04-30,C034,Charita De,P025,Butter,Dairy,North,5,250,1250,774.28,475.72,85,Low Stock,4.8,Credit Card,Arjun
ORD0298,2025-02-15,C092,Vivaan Tiwari,P020,Face Wash,Personal Care,South,4,180,720,511.51,208.49,216,In Stock,4.9,Debit Card,Neha
ORD0299,2025-02-11,C068,Vansha Reddy,P014,Chips,Snacks,West,6,20,120,97.47,22.53,131,Low Stock,3.5,UPI,Vikram
ORD0300,2025-06-30,C049,Nilima Mangal,P024,Bread,Bakery,West,2,40,80,63.82,16.18,208,In Stock,3.7,Cash,Sneha
ORD0301,2025-03-10,C087,Zilmil Swaminathan,P023,Soft Drink,Beverages,East,4,60,240,154.74,85.26,86,Low Stock,3.8,Credit Card,Ramesh
ORD0302,2025-05-31,C073,Fitan Kota,P014,Rice,Groceries,East,10,60,600,387.72,212.28,170,In Stock,4.4,Cash,Rahul
ORD0303,2025-09-10,C068,Wazir Yogi,P017,Namkeen,Snacks,West,6,60,360,230.19,129.81,111,Low Stock,3.6,Cash,Pooja
ORD0304,2025-04-01,C050,Balhaar Rau,P011,Coffee,Beverages,North,3,350,1050,700.96,349.04,33,Out of Stock,4.9,Cash,Priya
ORD0305,2025-09-26,C048,Falak Murty,P018,Cooking Oil,Groceries,East,8,180,1440,1028.46,411.54,187,In Stock,3.5,UPI,Pooja
ORD0306,2025-04-07,C092,Pahal Kapadia,P008,Cookies,Snacks,East,2,80,160,109.4,50.6,96,Low Stock,4.5,Credit Card,Neha
ORD0307,2025-03-04,C068,Jalsa Swaminathan,P022,Shampoo,Personal Care,North,6,280,1680,1326.0,354.0,297,In Stock,3.8,Debit Card,Neha
ORD0308,2025-06-07,C006,Aradhana Kapoor,P020,Juice,Beverages,West,5,90,450,300.07,149.93,289,In Stock,4.6,Cash,Kiran
ORD0309,2025-01-28,C040,Zayyan Datta,P009,Shampoo,Personal Care,East,6,280,1680,1196.75,483.25,284,In Stock,4.9,UPI,Pooja
ORD0310,2025-11-14,C061,Lopa Pandey,P018,Rice,Groceries,North,9,60,540,445.4,94.6,288,In Stock,3.7,Debit Card,Sneha
ORD0311,2025-04-25,C026,Daniel Agrawal,P013,Bread,Bakery,North,10,40,400,259.11,140.89,293,In Stock,3.6,Debit Card,Pooja
ORD0312,2025-11-01,C007,Advika Sankaran,P001,Coffee,Beverages,East,1,350,350,283.82,66.18,95,Low Stock,3.6,Debit Card,Rahul
ORD0313,2025-09-13,C073,Wahab Rao,P016,Curd,Dairy,East,7,45,315,263.39,51.61,156,In Stock,3.7,UPI,Priya
ORD0314,2025-09-07,C073,Upadhriti Varghese,P017,Milk,Dairy,South,5,55,275,218.78,56.22,204,In Stock,3.7,Debit Card,Rahul
ORD0315,2025-06-20,C054,Joshua Mangal,P007,Biscuits,Bakery,South,2,35,70,58.67,11.33,123,Low Stock,4.0,Credit Card,Kiran
ORD0316,2025-09-28,C089,Dhriti Gill,P018,Wheat Flour,Groceries,South,9,45,405,291.23,113.77,174,In Stock,4.2,UPI,Vikram
ORD0317,2025-04-29,C053,Amara Grewal,P012,Bread,Bakery,South,1,40,40,27.36,12.64,127,Low Stock,5.0,UPI,Arjun
ORD0318,2025-04-02,C045,Chasmum Saxena,P019,Salt,Groceries,South,8,25,200,134.51,65.49,33,Out of Stock,4.6,Cash,Sneha
ORD0319,2025-11-02,C096,Lohit Bath,P005,Bread,Bakery,South,9,40,360,282.11,77.89,17,Out of Stock,3.7,Cash,Anjali
ORD0320,2025-10-23,C056,Nirja Rajan,P022,Curd,Dairy,East,10,45,450,371.14,78.86,267,In Stock,4.7,Credit Card,Ramesh
ORD0321,2025-02-06,C092,Waida Saraf,P022,Cookies,Snacks,North,1,80,80,67.87,12.13,149,Low Stock,4.4,Debit Card,Sneha
ORD0322,2025-08-17,C084,Chaaya Roy,P012,Sugar,Groceries,West,9,50,450,302.48,147.52,61,Low Stock,3.7,Cash,Ramesh
ORD0323,2025-09-12,C027,Qushi Kant,P023,Notebook,Stationery,North,10,80,800,569.73,230.27,273,In Stock,4.5,Credit Card,Neha
ORD0324,2025-02-14,C097,Onveer Virk,P016,Biscuits,Bakery,East,5,35,175,112.99,62.01,119,Low Stock,3.7,Credit Card,Neha
ORD0325,2025-11-02,C019,Anirudh Baria,P005,Cake,Bakery,West,1,350,350,253.22,96.78,231,In Stock,3.8,Debit Card,Vikram
ORD0326,2025-05-11,C098,Leela Bedi,P019,Cheese,Dairy,North,1,400,400,326.81,73.19,244,In Stock,3.5,Credit Card,Priya
ORD0327,2025-11-01,C037,Ati Goda,P016,Chips,Snacks,South,9,20,180,123.15,56.85,71,Low Stock,4.6,Cash,Pooja
ORD0328,2025-10-26,C090,Divya Manda,P024,Biscuits,Bakery,South,5,35,175,107.76,67.24,293,In Stock,4.6,Debit Card,Kiran
ORD0329,2025-12-24,C027,Kamya Nigam,P014,Notebook,Stationery,North,8,80,640,510.93,129.07,207,In Stock,4.7,Credit Card,Priya
ORD0330,2025-08-14,C043,Omaja Bhatt,P017,Sugar,Groceries,North,2,50,100,78.93,21.07,213,In Stock,4.9,Debit Card,Anjali
ORD0331,2025-01-31,C026,Shravya Dada,P021,Soap,Personal Care,South,5,40,200,142.7,57.3,211,In Stock,4.2,Cash,Rahul
ORD0332,2025-12-12,C053,Advika Sinha,P020,Bread,Bakery,East,3,40,120,74.26,45.74,254,In Stock,3.8,UPI,Sneha
ORD0333,2025-12-06,C089,Neel Mody,P024,Face Wash,Personal Care,North,9,180,1620,1316.49,303.51,198,In Stock,4.6,Cash,Anjali
ORD0334,2025-12-08,C003,Wyatt Palan,P012,Pencil,Stationery,South,9,10,90,71.97,18.03,23,Out of Stock,4.9,Debit Card,Ramesh
ORD0335,2025-02-03,C080,Ronith Gade,P023,Butter,Dairy,North,1,250,250,151.35,98.65,50,Low Stock,4.5,Credit Card,Priya
ORD0336,2025-01-06,C096,Jonathan Barman,P017,Milk,Dairy,West,6,55,330,236.08,93.92,141,Low Stock,4.9,Debit Card,Sneha
ORD0337,2025-03-30,C059,Kai Bhasin,P013,Chips,Snacks,North,4,20,80,63.15,16.85,239,In Stock,3.6,Cash,Neha
ORD0338,2025-07-01,C007,Hitesh Raj,P009,Toothpaste,Personal Care,South,1,120,120,89.83,30.17,295,In Stock,3.5,Debit Card,Sneha
ORD0339,2025-07-29,C005,Harinakshi Bir,P023,Biscuits,Bakery,East,7,35,245,180.12,64.88,40,Out of Stock,3.9,UPI,Vikram
ORD0340,2025-04-12,C099,Unnati Narang,P015,Face Wash,Personal Care,East,2,180,360,295.56,64.44,13,Out of Stock,4.3,Credit Card,Rahul
ORD0341,2025-06-18,C046,Indali Pillai,P007,Chips,Snacks,North,5,20,100,60.08,39.92,248,In Stock,4.2,Debit Card,Arjun
ORD0342,2025-03-09,C058,Fiyaz Choudhary,P004,Juice,Beverages,North,10,90,900,691.59,208.41,109,Low Stock,4.4,UPI,Sneha
ORD0343,2025-07-08,C019,Rudra Palla,P003,Chips,Snacks,East,1,20,20,13.89,6.11,92,Low Stock,4.5,Cash,Sneha
ORD0344,2025-04-28,C009,Rachita Mohan,P023,Tea,Beverages,West,6,220,1320,846.1,473.9,52,Low Stock,4.1,Credit Card,Kiran
ORD0345,2025-01-20,C007,Bhavya Kumer,P010,Cake,Bakery,West,1,350,350,266.54,83.46,206,In Stock,3.8,Cash,Kiran
ORD0346,2025-05-24,C004,Gagan Sastry,P015,Bread,Bakery,West,1,40,40,24.65,15.35,167,In Stock,3.8,Credit Card,Vikram
ORD0347,2025-09-12,C048,Bhavani Peri,P003,Cheese,Dairy,West,5,400,2000,1474.97,525.03,267,In Stock,4.4,UPI,Priya
ORD0348,2025-12-06,C048,Fariq Mital,P006,Salt,Groceries,South,10,25,250,167.6,82.4,184,In Stock,4.6,Cash,Priya
ORD0349,2025-12-04,C099,Lakshit Vora,P004,Cheese,Dairy,North,6,400,2400,1560.84,839.16,167,In Stock,4.1,UPI,Kiran
ORD0350,2025-01-05,C028,Neha Nanda,P004,Namkeen,Snacks,South,6,60,360,268.77,91.23,138,Low Stock,4.8,Cash,Neha
